Root,Word,Count
خشي,ويخش,1
خشي,واخشوا,1
خشي,وتخشى,1
خشي,تخشىه,1
خشي,ويخشونه,1
خشي,وخشى,1
خشي,فتخشى,1
خشي,يخشىها,1
غفل,بغفل,9
غفل,تغفلون,1
غفل,غفلون,6
غفل,لغفلين,2
غفل,غفلين,4
غفل,الغفلون,2
غفل,الغفلين,2
غفل,لغفلون,1
غفل,غفلا,1
غفل,اغفلنا,1
غفل,غفلة,5
غفل,الغفلت,1
طمع,افتطمعون,1
طمع,ونطمع,1
طمع,يطمعون,1
طمع,وطمعا,4
طمع,نطمع,1
طمع,اطمع,1
طمع,فيطمع,1
طمع,ايطمع,1
طمع,يطمع,1
حرف,يحرفونه,1
حرف,يحرفون,3
حرف,متحرفا,1
حرف,حرف,1
حدث,اتحدثونهم,1
حدث,حديثا,5
حدث,حديث,7
حدث,حديثۭ,3
حدث,الاحاديث,3
حدث,الحديث,6
حدث,احدث,1
حدث,يحدث,2
حدث,محدث,2
حدث,احاديث,2
حدث,لحديث,1
حدث,بحديث,1
حدث,فحدث,1
حدث,تحدث,1
فتح,فتح,2
فتح,يستفتحون,1
فتح,بالفتح,1
فتح,فتحنا,4
فتح,مفاتح,1
فتح,تفتح,1
فتح,افتح,1
فتح,الفتحين,1
فتح,لفتحنا,1
فتح,تستفتحوا,1
فتح,الفتح,4
فتح,فتحوا,1
فتح,واستفتحوا,1
فتح,فتحت,2
فتح,مفاتحه,2
فتح,فافتح,1
فتح,فتحا,4
فتح,يفتح,2
فتح,الفتاح,1
فتح,مفتحة,1
فتح,وفتحت,2
فتح,ففتحنا,1
فتح,وفتح,1
فتح,والفتح,1
حجج,ليحاجوكم,1
حجج,اتحاجوننا,1
حجج,حجة,3
حجج,حج,2
حجج,والحج,1
حجج,الحج,7
حجج,حاج,1
حجج,حاجوك,1
حجج,حاجك,1
حجج,تحاجون,2
حجج,حججتم,1
حجج,يحاجوكم,1
حجج,وحاجه,1
حجج,اتحجونى,1
حجج,حجتنا,1
حجج,الحجة,1
حجج,الحاج,1
حجج,بالحج,1
حجج,حجج,1
حجج,يتحاجون,1
حجج,يحاجون,1
حجج,حجتهم,2
علن,يعلنون,6
علن,وعلانية,4
علن,نعلن,1
علن,تعلنون,3
علن,اعلنتم,1
علن,اعلنت,1
أمم,اميون,1
أمم,اماما,4
أمم,امة,47
أمم,ام,8
أمم,والامين,1
أمم,الامين,2
أمم,فلامه,2
أمم,امهتكم,6
أمم,وامهتكم,1
أمم,وامهت,1
أمم,امةۭ,2
أمم,امين,1
أمم,وامه,4
أمم,وامى,1
أمم,امم,9
أمم,الامى,2
أمم,امما,2
أمم,ائمة,5
أمم,وامم,1
أمم,لبامام,1
أمم,باممهم,1
أمم,امك,3
أمم,يبنؤم,1
أمم,امتكم,2
أمم,امه,3
أمم,امها,1
أمم,امهتهم,3
أمم,الامم,1
أمم,امام,1
أمم,امامه,1
أمم,فامه,1
مني,امانى,2
مني,فتمنوا,2
مني,يتمنوه,1
مني,امانيهم,1
مني,تمنون,2
مني,تتمنوا,1
مني,ولامنينهم,1
مني,ويمنيهم,1
مني,بامانيكم,1
مني,تمنى,3
مني,امنيته,1
مني,تمنوا,1
مني,ومنوة,1
مني,الامانى,1
مني,يتمنونه,1
مني,منى,1
مني,يمنى,1
كسب,يكسبون,14
كسب,كسب,3
كسب,كسبت,16
كسب,كسبتم,3
كسب,كسبوا,15
كسب,اكتسبت,1
كسب,اكتسبوا,2
كسب,اكتسبن,1
كسب,يكسب,2
كسب,يكسبه,1
كسب,كسبا,1
كسب,تكسبون,4
كسب,تكسب,3
كسب,اكتسب,1
مسس,تمسنا,2
مسس,مستهم,3
مسس,تمسوهن,3
مسس,المس,1
مسس,يمسسنى,2
مسس,تمسسكم,1
مسس,يمسسكم,1
مسس,مس,7
مسس,يمسسهم,1
مسس,ليمسن,1
مسس,يمسسك,3
مسس,يمسهم,4
مسس,تمسوها,3
مسس,مسنى,4
مسس,مسهم,1
مسس,لمسكم,2
مسس,مسه,6
مسس,مسته,2
مسس,فتمسكم,1
مسس,مسنا,2
مسس,مسكم,2
مسس,يمسك,1
مسس,مساس,1
مسس,تمسسه,1
مسس,يمسنا,2
مسس,وليمسنكم,1
مسس,يمسه,1
مسس,يتماسا,2
ولد,وبالولدين,4
ولد,ولدا,13
ولد,للولدين,1
ولد,فللولدين,1
ولد,والولدت,1
ولد,اولدهن,2
ولد,المولود,1
ولد,ولدة,1
ولد,بولدها,1
ولد,مولود,2
ولد,بولده,1
ولد,اولدكم,7
ولد,اولدهم,6
ولد,ولد,17
ولد,الولدان,3
ولد,والولدن,2
ولد,الولدن,2
ولد,الولدين,1
ولد,ولدتك,1
ولد,واولدكم,3
ولد,واولدا,2
ولد,واولدهم,1
ولد,الد,1
ولد,ولولدى,2
ولد,والاولد,2
ولد,وولدا,2
ولد,بولديه,4
ولد,بولدتى,1
ولد,ولدت,1
ولد,وليدا,1
ولد,ولدى,2
ولد,ولولديك,1
ولد,والد,1
ولد,ولده,1
ولد,والده,1
ولد,لولديه,1
ولد,ولدن,2
ولد,ولدنهم,1
ولد,وولده,1
ولد,يلدوا,1
ولد,ووالد,1
ولد,يلد,1
ولد,يولد,1
يتم,واليتمى,7
يتم,اليتمى,5
يتم,يتمى,1
يتم,لليتمى,1
يتم,اليتيم,5
يتم,يتيمين,1
يتم,ويتيما,1
يتم,يتيما,2
دور,ديركم,4
دور,ديرهم,9
دور,الدار,13
دور,ديرنا,1
دور,تديرونها,1
دور,دائرة,3
دور,وللدار,1
دور,دار,8
دور,دارهم,4
دور,والدار,2
دور,الدوائر,1
دور,داركم,1
دور,ولدار,2
دور,الديار,1
دور,وبداره,1
دور,تدور,1
دور,وديرهم,1
دور,ديارا,1
ظهر,تظهرون,3
ظهر,ظهورهم,5
ظهر,ظهورها,2
ظهر,ظهوركم,1
ظهر,ظهر,5
ظهر,ظهورهما,1
ظهر,يظهروا,4
ظهر,ليظهره,3
ظهر,وظهورهم,1
ظهر,وظهر,1
ظهر,ظهريا,1
ظهر,بظهر,1
ظهر,ظهيرا,4
ظهر,ظهرا,2
ظهر,يظهروه,1
ظهر,الظهيرة,1
ظهر,تظهرا,2
ظهر,ظهرة,2
ظهر,ظهروهم,1
ظهر,ظهير,2
ظهر,ظهرها,1
ظهر,يظهر,2
ظهر,ظهرين,2
ظهر,ظهره,2
ظهر,ظهوره,1
ظهر,يظهرون,3
ظهر,والظهر,1
ظهر,وظهره,1
ظهر,وظهروا,1
ظهر,واظهره,1
ظهر,ظهرك,1
أثم,بالاثم,5
أثم,اثم,7
أثم,اثمه,1
أثم,اثما,8
أثم,واثمهما,1
أثم,اثيم,5
أثم,واثما,3
أثم,اثيما,1
أثم,الاثم,8
أثم,لاثم,1
أثم,باثمى,1
أثم,واثمك,1
أثم,الاثمين,1
أثم,والاثم,1
أثم,اثاما,1
أثم,الاثيم,1
أثم,تاثيم,1
أثم,تاثيما,1
أسر,اسرى,2
أسر,الاسرى,1
أسر,وتاسرون,1
أسر,واسيرا,1
أسر,اسرهم,1
فدي,تفدوهم,1
فدي,فدية,2
فدي,ففدية,1
فدي,افتدت,1
فدي,افتدى,1
فدي,ليفتدوا,1
فدي,لافتدت,1
فدي,لافتدوا,2
فدي,وفدينه,1
فدي,فدا,1
فدي,يفتدى,1
حرم,محرم,1
حرم,الحرام,23
حرم,حرم,21
حرم,والحرمت,1
حرم,وحرم,4
حرم,حرمت,4
حرم,حرمنا,6
حرم,محرمة,1
حرم,تحرموا,1
حرم,حرما,3
حرم,ومحرم,1
حرم,وحرموا,1
حرم,محرما,1
حرم,حرمهما,1
حرم,ويحرم,1
حرم,الحرم,1
حرم,يحرمون,1
حرم,ويحرمونه,1
حرم,حراما,1
حرم,المحرم,1
حرم,حرام,1
حرم,حرمها,1
حرم,وحرمنا,1
حرم,والمحروم,2
حرم,محرومون,2
حرم,تحرم,1
خزي,خزى,6
خزي,اخزيته,1
خزي,تخزنا,1
خزي,مخزى,1
خزي,ويخزهم,1
خزي,الخزى,5
خزي,يخزيه,3
خزي,تخزون,2
خزي,يخزيهم,1
خزي,ونخزى,1
خزي,تخزنى,1
خزي,اخزى,1
خزي,وليخزى,1
خزي,يخزى,1
ردد,يردون,2
ردد,يردونكم,1
ردد,يردوكم,3
ردد,يرتدد,1
ردد,بردهن,1
ردد,فنردها,1
ردد,فردوه,1
ردد,ردوه,1
ردد,ردوها,2
ردد,ردوا,3
ردد,ترتدوا,1
ردد,يرتد,3
ردد,ترد,1
ردد,نرد,2
ردد,ونرد,1
ردد,يرد,6
ردد,يترددون,1
ردد,تردون,2
ردد,وستردون,1
ردد,وردوا,1
ردد,راد,1
ردد,مردود,1
ردد,ردت,2
ردد,فارتد,1
ردد,مرد,4
ردد,فردوا,1
ردد,برادى,1
ردد,رددنا,1
ردد,رددت,1
ردد,فارتدا,1
ردد,مردا,1
ردد,ردها,1
ردد,رادوه,1
ردد,فرددنه,1
ردد,لرادك,1
ردد,ورد,1
ردد,مردنا,1
ردد,ارتدوا,1
ردد,لمردودون,1
ردد,رددنه,1
خفف,يخفف,7
خفف,تخفيف,1
خفف,خفت,3
خفف,خفيفا,1
خفف,خفف,1
خفف,خفافا,1
خفف,تستخفونها,1
خفف,يستخفنك,1
خفف,فاستخف,1
قفو,وقفينا,3
قفو,تقف,1
قفو,قفينا,1
رسل,بالرسل,1
رسل,رسول,52
رسل,ورسله,12
رسل,رسولكم,2
رسل,ارسلنك,12
رسل,رسولا,23
رسل,الرسول,45
رسل,ارسلنا,51
رسل,المرسلين,24
رسل,الرسل,18
رسل,ورسوله,66
رسل,رسله,5
رسل,والرسول,9
رسل,ورسولا,1
رسل,رسوله,14
رسل,لرسول,4
رسل,رسل,11
رسل,رسلك,1
رسل,وارسلنك,1
رسل,ورسلا,2
رسل,رسلا,8
رسل,برسلى,1
رسل,رسولنا,4
رسل,رسلنا,15
رسل,رسالته,2
رسل,وارسلنا,3
رسل,وبرسولى,1
رسل,برسل,3
رسل,نرسل,4
رسل,ويرسل,4
رسل,ارسل,10
رسل,يرسل,10
رسل,رسلت,5
رسل,مرسل,2
رسل,رسالة,1
رسل,ارسلت,6
رسل,رسلهم,11
رسل,فارسل,5
رسل,وارسل,2
رسل,فارسلنا,7
رسل,ولنرسلن,1
رسل,برسلتى,1
رسل,وللرسول,3
رسل,وبرسوله,1
رسل,رسولهم,2
رسل,ارسله,2
رسل,فارسلوا,1
رسل,فارسلون,1
رسل,مرسلا,1
رسل,ارسلتم,4
رسل,لرسلهم,1
رسل,المرسلون,7
رسل,فيرسل,1
رسل,ورسلى,2
رسل,رسولها,1
رسل,وبالرسول,1
رسل,مرسلة,1
رسل,فارسله,1
رسل,مرسلين,2
رسل,الرسولا۠,1
رسل,رسلى,1
رسل,مرسلون,1
رسل,لمرسلون,1
رسل,وارسلنه,1
رسل,برسولهم,1
رسل,رسلكم,1
رسل,للرسل,1
رسل,ورسول,1
رسل,ورسلنا,1
رسل,لنرسل,1
رسل,ارسلنه,1
رسل,مرسلوا,1
رسل,برسلنا,1
رسل,برسوله,1
رسل,برسول,1
رسل,لرسوله,1
رسل,ولرسوله,1
رسل,ورسلته,1
رسل,والمرسلت,1
رسل,ارسلوا,1
أيد,وايدنه,2
أيد,يؤيد,1
أيد,ايدتك,1
أيد,وايدكم,1
أيد,ايدك,1
أيد,وايده,1
أيد,الايد,1
أيد,بايي۟د,1
أيد,وايدهم,1
أيد,فايدنا,1
روح,بروح,4
روح,الريح,17
روح,ريح,4
روح,وروح,1
روح,ريحكم,1
روح,بريح,2
روح,روح,3
روح,روحى,2
روح,بالروح,1
روح,تريحون,1
روح,الروح,5
روح,روحنا,3
روح,الرياح,1
روح,ريحا,4
روح,روحه,1
روح,ورواحها,1
روح,روحا,1
روح,والريحان,1
روح,فروح,1
روح,وريحان,1
روح,والروح,2
هوي,تهوى,5
هوي,اهواهم,12
هوي,الهوى,4
هوي,اهوا,3
هوي,اهواكم,1
هوي,استهوته,1
هوي,باهوائهم,1
هوي,هوىه,6
هوي,هوا,1
هوي,هوى,2
هوي,اهوى,1
هوي,هاوية,1
غلف,غلف,2
لعن,لعنهم,6
لعن,فلعنة,1
لعن,يلعنهم,1
لعن,ويلعنهم,1
لعن,اللعنون,1
لعن,لعنة,7
لعن,لعنت,3
لعن,نلعنهم,1
لعن,لعنا,2
لعن,يلعن,1
لعن,ولعنه,1
لعن,لعنه,2
لعن,ولعنوا,1
لعن,لعن,2
لعن,ولعنهم,2
لعن,اللعنة,3
لعن,الملعونة,1
لعن,لعنوا,1
لعن,ويلعن,1
لعن,ملعونين,1
لعن,والعنهم,1
لعن,لعنتى,1
عرف,عرفوا,2
عرف,يعرفونه,2
عرف,يعرفون,4
عرف,بالمعروف,20
عرف,عرفت,1
عرف,بمعروف,6
عرف,معروفا,6
عرف,معروف,5
عرف,تعرفهم,1
عرف,الاعراف,2
عرف,يعرفونهم,1
عرف,بالعرف,1
عرف,المعروف,1
عرف,اعترفوا,1
عرف,يتعرفون,1
عرف,فعرفهم,1
عرف,يعرفونها,1
عرف,تعرف,2
عرف,يعرفوا,1
عرف,معروفة,1
عرف,فتعرفونها,1
عرف,يعرفن,1
عرف,فاعترفنا,1
عرف,عرفها,1
عرف,فلعرفتهم,1
عرف,ولتعرفنهم,1
عرف,لتعارفوا,1
عرف,يعرف,1
عرف,عرف,1
عرف,فاعترفوا,1
عرف,عرفا,1
بأس,بئسما,3
بأس,ولبئس,4
بأس,وبئس,15
بأس,الباسا,2
بأس,الباس,2
بأس,فبئس,7
بأس,باس,7
بأس,باسا,2
بأس,لبئس,5
بأس,بالباسا,2
بأس,باسنا,10
بأس,باسه,1
بأس,بـيسۭ,1
بأس,تبتئس,2
بأس,بئس,5
بأس,فلبئس,1
بأس,باسكم,2
بأس,البائس,1
بأس,باسهم,1
بغي,بغيا,8
بغي,باغ,3
بغي,وابتغوا,3
بغي,تبتغوا,2
بغي,ابتغا,11
بغي,وابتغا,2
بغي,يبغون,4
بغي,يبتغ,1
بغي,تبغونها,1
بغي,تبغوا,1
بغي,تبتغون,1
بغي,ايبتغون,1
بغي,يبتغون,6
بغي,تبتغى,2
بغي,ابتغى,3
بغي,ببغيهم,1
بغي,ابغى,1
بغي,والبغى,2
بغي,ويبغونها,3
بغي,وتبغونها,1
بغي,ابغيكم,1
بغي,يبغونكم,1
بغي,ابتغوا,1
بغي,بغيكم,1
بغي,نبغى,1
بغي,ولتبتغوا,4
بغي,لتبتغوا,4
بغي,لابتغوا,1
بغي,وابتغ,2
بغي,نبغ,1
بغي,ينبغى,6
بغي,بغى,2
بغي,البغا,1
بغي,نبتغى,1
بغي,فبغى,1
بغي,تبغ,1
بغي,فابتغوا,1
بغي,وابتغاؤكم,1
بغي,ابتغيت,1
بغي,ليبغى,1
بغي,لبغوا,1
بغي,البغى,1
بغي,ويبغون,1
بغي,بغت,1
بغي,تبغى,1
بغي,يبغيان,1
هون,مهين,8
هون,مهينا,4
هون,الهون,3
هون,هون,1
هون,هين,2
هون,يهن,1
هون,هينا,1
هون,هونا,1
هون,مهانا,1
هون,اهون,1
هون,المهين,2
هون,اهنن,1
وري,وراه,1
وري,ورا,11
وري,ورائكم,1
وري,يورى,2
وري,فاورى,1
وري,ورى,1
وري,وراكم,2
وري,ورائه,2
وري,يتورى,1
وري,وراهم,2
وري,وراى,1
وري,ورائهم,3
وري,توارت,1
وري,ورائ,1
وري,تورون,1
وري,فالموريت,1
خلص,خالصة,4
خلص,مخلصون,1
خلص,واخلصوا,1
خلص,مخلصين,7
خلص,المخلصين,8
خلص,استخلصه,1
خلص,خلصوا,1
خلص,خالصا,1
خلص,مخلصا,4
خلص,اخلصنهم,1
خلص,بخالصة,1
خلص,الخالص,1
أبد,ابدا,28
قدم,قدمت,16
قدم,تقدموا,4
قدم,وقدموا,1
قدم,اقدامنا,3
قدم,يستقدمون,3
قدم,الاقدام,1
قدم,قدم,3
قدم,يقدم,1
قدم,قدمتم,1
قدم,القديم,2
قدم,المستقدمين,1
قدم,قدمۢ,1
قدم,وقدمنا,1
قدم,الاقدمون,1
قدم,تستقدمون,1
قدم,قدموا,1
قدم,قدمتموه,1
قدم,قديم,1
قدم,اقدامكم,1
قدم,تقدم,1
قدم,والاقدام,1
قدم,فقدموا,1
قدم,يتقدم,1
وجد,ولتجدنهم,1
وجد,تجدوه,2
وجد,يجد,8
وجد,تجدوا,7
وجد,تجد,17
وجد,وجد,4
وجد,لوجدوا,2
وجد,يجدوا,5
وجد,وجدتموهم,2
وجد,ستجدون,1
وجد,يجدون,10
وجد,لتجدن,1
وجد,ولتجدن,1
وجد,وجدنا,13
وجد,اجد,4
وجد,وجدتم,2
وجد,يجدونه,1
وجد,وليجدوا,1
وجد,وجدوا,1
وجد,لاجد,1
وجد,لاجدن,1
وجد,ووجدوا,1
وجد,فوجدا,2
وجد,ستجدنى,3
وجد,وجدها,2
وجد,ووجد,3
وجد,نجد,1
وجد,يجده,1
وجد,وجدت,1
وجد,وجدتها,1
وجد,فوجد,1
وجد,وجدنه,1
وجد,وجدكم,1
وجد,فوجدنها,1
وجد,يجدك,1
وجد,ووجدك,2
حرص,احرص,1
حرص,حرصتم,1
حرص,حريص,1
حرص,حرصت,1
حرص,تحرص,1
شرك,اشركوا,12
شرك,المشركين,24
شرك,المشركت,1
شرك,مشركة,2
شرك,مشرك,2
شرك,نشرك,3
شرك,شركا,11
شرك,تشركوا,3
شرك,يشرك,9
شرك,تشركون,7
شرك,شركاؤكم,1
شرك,مشركين,4
شرك,اشركتم,2
شرك,شركؤا,2
شرك,لمشركون,1
شرك,لشركائنا,1
شرك,لشركائهم,1
شرك,شركائهم,2
شرك,شركاؤهم,2
شرك,اشركنا,1
شرك,شريك,3
شرك,اشرك,5
شرك,يشركون,19
شرك,ايشركون,1
شرك,شركاكم,3
شرك,للمشركين,4
شرك,المشركون,3
شرك,وشركاؤكم,1
شرك,شركائكم,3
شرك,وشركاكم,1
شرك,مشركون,2
شرك,اشركتمون,1
شرك,شركاى,5
شرك,شركاهم,1
شرك,شركاؤنا,1
شرك,وشاركهم,1
شرك,واشركه,1
شرك,تشرك,3
شرك,لتشرك,1
شرك,بشركائهم,2
شرك,الشرك,1
شرك,والمشركين,4
شرك,والمشركت,2
شرك,شرك,3
شرك,بشرككم,1
شرك,مشتركون,2
شرك,اشركت,1
شرك,واشرك,1
شرك,يشركن,1
ودد,يود,5
ودد,ود,2
ودد,ايود,1
ودد,تود,1
ودد,ودت,1
ودد,ودوا,3
ودد,مودة,5
ودد,وتودون,1
ودد,ودود,1
ودد,ودا,2
ودد,يودوا,1
ودد,المودة,1
ودد,يوادون,1
ودد,بالمودة,2
ودد,وودوا,1
ودد,الودود,1
أحد,احدهم,7
أحد,احد,30
أحد,احدكم,7
أحد,احدىهما,5
أحد,احدىهن,1
أحد,احدا,20
أحد,احدهما,4
أحد,احدى,4
أحد,احدكما,1
أحد,احدنا,1
أحد,لاحدهما,1
أحد,كاحد,1
أحد,لاحد,2
أحد,لاحدى,1
عمر,يعمر,4
عمر,اعتمر,1
عمر,والعمرة,1
عمر,بالعمرة,1
عمر,يعمروا,1
عمر,وعمارة,1
عمر,عمرا,1
عمر,واستعمركم,1
عمر,لعمرك,1
عمر,العمر,4
عمر,عمرك,1
عمر,وعمروها,1
عمر,عمروها,1
عمر,معمر,1
عمر,عمره,1
عمر,نعمركم,1
عمر,نعمره,1
عمر,المعمور,1
ألف,الف,10
ألف,الوف,1
ألف,فالف,1
ألف,بالف,1
ألف,والف,1
ألف,الفت,1
ألف,الفا,1
ألف,الفين,1
ألف,والمؤلفة,1
ألف,كالف,1
ألف,يؤلف,1
ألف,لايلف,1
ألف,الفهم,1
سنو,سنة,7
سنو,بالسنين,1
سنو,السنين,2
سنو,سنين,9
سنو,سنا,1
زحزح,بمزحزحه,1
زحزح,زحزح,1
نبذ,نبذه,1
نبذ,نبذ,1
نبذ,فنبذوه,1
نبذ,فانبذ,1
نبذ,انتبذت,1
نبذ,فانتبذت,1
نبذ,فنبذتها,1
نبذ,فنبذنهم,2
نبذ,فنبذنه,1
نبذ,لنبذ,1
نبذ,لينبذن,1
سحر,السحر,6
سحر,بالاسحار,1
سحر,سحر,18
سحر,لسحر,4
سحر,السحرة,8
سحر,سحروا,1
سحر,بسحر,3
سحر,لتسحرنا,1
سحر,اسحر,1
سحر,السحرون,1
سحر,مسحورون,1
سحر,مسحورا,3
سحر,بسحرك,1
سحر,لسحرن,1
سحر,بسحرهما,1
سحر,سحرهم,1
سحر,الساحر,2
سحر,تسحرون,1
سحر,بسحره,1
سحر,سحار,1
سحر,المسحرين,2
سحر,سحران,1
سحر,وبالاسحار,1
سحر,ساحر,1
سحر,افسحر,1
فتن,فتنة,22
فتن,والفتنة,2
فتن,الفتنة,6
فتن,يفتنكم,1
فتن,فتنته,1
فتن,يفتنوك,1
فتن,فتنتهم,1
فتن,فتنا,5
فتن,يفتننكم,1
فتن,فتنتك,1
فتن,تفتنى,1
فتن,يفتنون,3
فتن,يفتنهم,1
فتن,فتنوا,2
فتن,ليفتنونك,1
فتن,وفتنك,1
فتن,فتونا,1
فتن,فتنتم,2
فتن,لنفتنهم,2
فتن,تفتنون,1
فتن,بفتنين,1
فتن,فتنه,1
فتن,فتنتكم,1
فتن,المفتون,1
مرأ,المر,4
مرأ,وامراتان,1
مرأ,امرات,6
مرأ,وامراتى,1
مرأ,مريـا,1
مرأ,امراة,3
مرأ,امرؤا,1
مرأ,امراته,5
مرأ,وامراته,2
مرأ,امراتك,2
مرأ,لامراته,1
مرأ,امراتى,2
مرأ,امرا,1
مرأ,امرئ,4
مرأ,امراتين,1
مرأ,وامراة,1
مرأ,امرئۭ,1
مرأ,وامرات,1
ضرر,بضارين,1
ضرر,يضرهم,3
ضرر,اضطره,1
ضرر,اضطر,4
ضرر,والضرا,5
ضرر,ضرارا,2
ضرر,تضار,1
ضرر,يضار,1
ضرر,يضروكم,1
ضرر,يضركم,3
ضرر,يضر,1
ضرر,يضروا,3
ضرر,مضار,1
ضرر,الضرر,1
ضرر,يضرونك,1
ضرر,يضروك,1
ضرر,ضرا,12
ضرر,بضر,4
ضرر,يضرنا,1
ضرر,اضطررتم,1
ضرر,الضرا,1
ضرر,تضروه,1
ضرر,الضر,7
ضرر,ضره,3
ضرر,ضر,6
ضرر,يضرك,1
ضرر,تضرونه,1
ضرر,يضره,1
ضرر,يضرون,1
ضرر,المضطر,1
ضرر,نضطرهم,1
ضرر,بضارهم,1
ضرر,تضاروهن,1
نفع,ينفعهم,4
نفع,تنفعها,1
نفع,ينفع,8
نفع,ومنفع,3
نفع,نفعهما,1
نفع,نفعا,8
نفع,ينفعنا,3
نفع,فنفعها,1
نفع,ينفعك,1
نفع,ينفعكم,4
نفع,تنفع,3
نفع,ينفعه,1
نفع,نفعه,1
نفع,منفع,5
نفع,ينفعونكم,1
نفع,نفعۢا,1
نفع,تنفعكم,1
نفع,تنفعهم,1
نفع,فتنفعه,1
نفع,نفعت,1
ثوب,لمثوبة,1
ثوب,مثابة,1
ثوب,ثواب,7
ثوب,فاثبكم,1
ثوب,ثوابا,4
ثوب,الثواب,2
ثوب,مثوبة,1
ثوب,فاثبهم,1
ثوب,ثيابهم,2
ثوب,ثيابا,1
ثوب,ثياب,2
ثوب,ثيابكم,1
ثوب,ثيابهن,1
ثوب,واثبهم,1
ثوب,وثيابك,1
ثوب,ثوب,1
رعي,رعنا,1
رعي,ورعنا,1
رعي,وارعوا,1
رعي,رعون,2
رعي,الرعا,1
رعي,رعوها,1
رعي,رعايتها,1
رعي,ومرعىها,1
رعي,المرعى,1
أهل,اهل,39
أهل,اهله,14
أهل,ياهل,13
أهل,اهلك,3
أهل,اهلهن,1
أهل,اهلها,16
أهل,اهليكم,1
أهل,واهلها,4
أهل,واهله,8
أهل,لاهل,1
أهل,واهلك,3
أهل,اهلى,2
أهل,باهلك,3
أهل,اهلهم,3
أهل,اهلنا,2
أهل,واهلنا,1
أهل,باهلكم,1
أهل,لاهله,3
أهل,واهلى,1
أهل,باهله,2
أهل,واهليهم,2
أهل,واهلونا,1
أهل,اهليهم,1
أهل,واهليكم,1
أهل,واهل,1
خصص,يختص,2
خصص,خاصة,1
خصص,خصاصة,1
نسخ,ننسخ,1
نسخ,نسختها,1
نسخ,فينسخ,1
نسخ,نستنسخ,1
سبل,السبيل,28
سبل,سبيل,87
سبل,سبيلا,29
سبل,سبيلى,3
سبل,سبل,2
سبل,سبيله,13
سبل,السبل,1
سبل,سبيلهم,1
سبل,سبيلك,2
سبل,سبلنا,2
سبل,لبسبيل,1
سبل,وسبلا,1
سبل,سبلا,4
سبل,سبيلنا,1
سبل,السبيلا۠,1
حسد,حسدا,1
حسد,يحسدون,1
حسد,تحسدوننا,1
حسد,حاسد,1
حسد,حسد,1
صفح,واصفحوا,1
صفح,واصفح,1
صفح,فاصفح,2
صفح,الصفح,1
صفح,وليصفحوا,1
صفح,صفحا,1
صفح,وتصفحوا,1
هات,هاتوا,4
برهن,برهنكم,4
برهن,برهن,3
برهن,برهنان,1
وجه,وجهه,11
وجه,وجه,10
وجه,وجهك,7
وجه,وجوهكم,6
وجه,وجهة,1
وجه,وجهى,2
وجه,وجيها,2
وجه,وجوه,8
وجه,وجوههم,17
وجه,بوجوهكم,2
وجه,وجوها,1
وجه,وجهها,2
وجه,وجهت,1
وجه,يوجهه,1
وجه,الوجوه,2
وجه,توجه,1
وجه,بوجهه,1
وجه,ووجوه,2
وجه,لوجه,1
ليس,ليست,2
ليس,ليس,47
ليس,وليس,5
ليس,فليس,7
ليس,ولستم,1
ليس,ليسوا,2
ليس,وليست,1
ليس,لست,5
ليس,لستم,2
ليس,اليس,13
ليس,الست,1
ليس,اوليس,2
ليس,لستن,1
منع,منع,4
منع,ونمنعكم,1
منع,منعك,3
منع,منعهم,1
منع,منعنا,1
منع,تمنعهم,1
منع,مناع,2
منع,ممنوعة,1
منع,مانعتهم,1
منع,منوعا,1
منع,ويمنعون,1
سعي,وسعى,2
سعي,سعى,3
سعي,سعيا,1
سعي,ويسعون,2
سعي,سعيها,1
سعي,سعيهم,2
سعي,تسعى,3
سعي,لسعيه,1
سعي,سعوا,1
سعي,يسعى,6
سعي,سعو,1
سعي,يسعون,1
سعي,السعى,1
سعي,سعيه,1
سعي,فاسعوا,1
سعي,سعيكم,2
سعي,لسعيها,1
خرب,خرابها,1
خرب,يخربون,1
شرق,المشرق,8
شرق,مشرق,1
شرق,مشرقين,2
شرق,شرقيا,1
شرق,شرقية,1
شرق,والاشراق,1
شرق,واشرقت,1
شرق,المشرقين,2
غرب,والمغرب,6
غرب,المغرب,1
غرب,غرابا,1
غرب,الغراب,1
غرب,ومغربها,1
غرب,غربت,1
غرب,مغرب,1
غرب,تغرب,1
غرب,غروبها,1
غرب,غربية,1
غرب,الغربى,1
غرب,وغرابيب,1
غرب,الغروب,1
غرب,المغربين,1
وسع,وسع,12
وسع,وسعها,5
وسع,الموسع,1
وسع,سعة,2
وسع,وسعة,5
وسع,سعته,2
وسع,وسعا,1
وسع,وسعت,2
وسع,والسعة,1
وسع,لموسعون,1
قنت,قنتون,2
قنت,قنتين,1
قنت,والقنتين,2
قنت,اقنتى,1
قنت,قنتت,2
قنت,قانتا,1
قنت,يقنت,1
قنت,والقنتت,1
قنت,قنت,1
قنت,القنتين,1
بدع,بديع,2
بدع,بدعا,1
بدع,ابتدعوها,1
قضي,قضى,16
قضي,قضيتم,2
قضي,وقضى,6
قضي,قضيت,3
قضي,لقضى,8
قضي,ليقضى,3
قضي,اقضوا,1
قضي,يقضى,6
قضي,قضىها,1
قضي,وقضينا,2
قضي,مقضيا,2
قضي,فاقض,1
قضي,قاض,1
قضي,تقضى,1
